students
,stud.id,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
7726,287337,Male,56,185,83.4,Other,1.59,6th,Mathematics and Statistics,Political Science,92,89,1,1,54595.3957409926
7727,922201,Female,21,168,70.6,Catholic,3.88,4th,Economics and Finance,Political Science,65,62,0,1,43807.5923842057
7728,132645,Female,19,170,67.6,Catholic,2.38,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
7729,389882,Female,18,164,70.7,Other,2.61,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
7730,166948,Female,22,167,69.4,Catholic,2.31,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
7731,754029,Male,21,183,81.9,Other,3.85,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
7732,490487,Male,23,188,87.7,Other,1.68,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
7733,448012,Male,23,172,72.6,Protestant,1.61,4th,Biology,Political Science,77,80,0,0,NA
7734,492518,Female,21,148,63.8,Catholic,1.03,4th,Economics and Finance,Political Science,69,65,1,1,36969.7882948526
7735,517654,Male,22,173,75.7,Protestant,1.96,5th,Environmental Sciences,Biology,71,74,1,0,NA
7736,693318,Male,22,184,81,Muslim,1.07,3rd,Social Sciences,Economics and Finance,49,43,1,0,NA
7737,383496,Female,41,158,63.3,Protestant,2.08,>6th,Social Sciences,Economics and Finance,40,53,0,1,30911.360969271
7738,509748,Male,18,186,81.8,Catholic,3.03,6th,Environmental Sciences,Economics and Finance,71,76,1,0,NA
7739,244727,Male,23,170,73.7,Catholic,2.93,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
7740,336920,Female,24,143,58.9,Protestant,1.34,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
7741,280376,Male,21,177,73.7,Other,3.37,6th,Mathematics and Statistics,Environmental Sciences,91,90,0,1,68980.2811474078
7742,247831,Male,19,165,66.6,Protestant,1.68,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
7743,636585,Male,23,170,68.1,Protestant,1.32,3rd,Political Science,Social Sciences,47,54,1,0,NA
7744,254487,Female,20,172,73.1,Catholic,1,5th,Political Science,Economics and Finance,65,64,1,1,32655.8246320839
7745,952901,Male,21,176,75,Protestant,2.95,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
7746,448369,Female,21,162,70.3,Catholic,1.76,1st,Political Science,Biology,NA,NA,0,0,NA
7747,984425,Male,20,191,87.7,Other,3.07,3rd,Environmental Sciences,Economics and Finance,74,65,1,0,NA
7748,896747,Male,20,181,84,Catholic,3.64,3rd,Mathematics and Statistics,Environmental Sciences,90,89,0,0,NA
7749,960548,Female,20,180,79.1,Catholic,1.51,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
7750,352871,Male,21,169,69.2,Protestant,1.25,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
7751,411807,Male,24,187,85.8,Catholic,1.63,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
7752,469451,Male,19,176,73.5,Catholic,1.53,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
7753,330613,Female,22,169,71.8,Catholic,3.07,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
7754,222585,Male,22,180,78,Catholic,1.23,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
7755,203143,Female,18,158,67,Protestant,1.99,5th,Economics and Finance,Mathematics and Statistics,71,64,1,1,47596.6077273649
7756,257667,Female,27,170,73.6,Catholic,1.2,3rd,Biology,Environmental Sciences,77,82,1,0,NA
7757,549658,Female,19,174,73.6,Protestant,1.57,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
7758,639881,Male,21,186,81.3,Other,2.37,6th,Economics and Finance,Environmental Sciences,67,65,1,1,51708.8139219318
7759,984175,Female,20,158,61.1,Protestant,1.13,4th,Political Science,Mathematics and Statistics,58,56,1,0,NA
7760,437808,Male,23,193,94.4,Protestant,1.97,5th,Mathematics and Statistics,Political Science,89,88,1,1,49406.7750940239
7761,757673,Female,20,172,71.8,Catholic,1.95,3rd,Political Science,Environmental Sciences,56,55,1,0,NA
7762,412784,Male,24,182,78.5,Protestant,1.78,3rd,Economics and Finance,Political Science,60,69,1,0,NA
7763,777415,Male,21,177,73.1,Other,1.97,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
7764,834618,Female,24,161,63.5,Protestant,2.3,>6th,Political Science,Economics and Finance,61,60,1,1,28711.7133972452
7765,964755,Male,20,170,73.8,Catholic,1.53,3rd,Economics and Finance,Environmental Sciences,63,58,0,0,NA
7766,529140,Male,19,172,71,Catholic,1.99,5th,Mathematics and Statistics,Social Sciences,87,95,1,1,46348.5588279141
7767,361016,Male,23,173,74.4,Other,2.73,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
7768,693188,Male,20,188,87.4,Other,3.5,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
7769,691053,Male,25,185,82.8,Protestant,1.44,6th,Political Science,Social Sciences,61,58,1,0,NA
7770,584690,Female,21,171,73.5,Catholic,1.11,3rd,Biology,Economics and Finance,78,77,1,0,NA
7771,777702,Female,23,168,70,Protestant,1.1,1st,Biology,Social Sciences,NA,NA,0,0,NA
7772,459213,Female,23,165,63.8,Orthodox,3.38,1st,Biology,Social Sciences,NA,NA,0,0,NA
7773,882755,Male,19,162,64.6,Other,2.01,4th,Political Science,Mathematics and Statistics,48,56,1,0,NA
7774,537976,Female,21,156,64.2,Protestant,3.06,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
7775,472694,Female,22,170,72.8,Catholic,1.23,4th,Political Science,Environmental Sciences,58,43,1,0,NA
7776,306964,Male,19,180,81,Other,3.07,4th,Biology,Economics and Finance,74,86,1,0,NA
7777,389040,Female,23,178,75.8,Catholic,3.33,4th,Environmental Sciences,Political Science,80,71,1,1,38476.9156738311
7778,345599,Female,18,163,66.3,Catholic,1.19,3rd,Social Sciences,Mathematics and Statistics,42,43,0,0,NA
7779,148750,Male,23,181,77.9,Orthodox,3.08,3rd,Economics and Finance,Mathematics and Statistics,69,62,0,0,NA
7780,385326,Male,21,194,95.1,Protestant,2.72,6th,Political Science,Environmental Sciences,53,63,1,0,NA
7781,836633,Male,54,175,74.7,Catholic,2.44,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
7782,718129,Female,21,139,56.5,Other,1.14,4th,Biology,Environmental Sciences,78,76,0,1,35930.2871846545
7783,544681,Male,19,182,78.7,Other,1.66,4th,Environmental Sciences,Mathematics and Statistics,72,73,0,0,NA
7784,286263,Male,19,199,97.2,Protestant,3.62,4th,Mathematics and Statistics,Political Science,80,84,1,0,NA
7785,602724,Female,18,172,75.6,Protestant,1.34,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
7786,295453,Male,19,180,81.9,Other,2.54,5th,Mathematics and Statistics,Biology,88,91,1,1,53116.8364510544
7787,424030,Female,18,162,70.9,Other,1.07,3rd,Political Science,Economics and Finance,52,57,1,0,NA
7788,355342,Male,22,186,80.8,Other,2.92,1st,Biology,Social Sciences,NA,NA,0,0,NA
7789,163377,Male,24,184,80.9,Catholic,1.55,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
7790,689123,Male,23,176,75.6,Protestant,2.13,5th,Political Science,Social Sciences,45,52,0,1,28783.8446697053
7791,629085,Male,23,171,71.8,Catholic,1.49,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
7792,788918,Male,20,178,74.2,Other,2.84,6th,Social Sciences,Economics and Finance,39,45,1,0,NA
7793,908214,Female,21,164,67.1,Protestant,1.89,3rd,Mathematics and Statistics,Political Science,86,96,1,0,NA
7794,547232,Male,24,182,78.7,Catholic,3.18,>6th,Environmental Sciences,Economics and Finance,73,76,1,1,40894.8982321339
7795,494080,Male,19,178,75.9,Protestant,1.4,4th,Mathematics and Statistics,Social Sciences,85,87,1,1,44295.9854544519
7796,213418,Male,23,181,75.8,Catholic,2.64,3rd,Political Science,Economics and Finance,60,54,1,0,NA
7797,292573,Female,20,169,69,Other,2.92,1st,Biology,Social Sciences,NA,NA,0,0,NA
7798,813705,Male,20,181,81.5,Protestant,1.24,5th,Political Science,Biology,55,54,1,1,36856.2791855226
7799,209299,Male,19,181,80.2,Protestant,1.2,3rd,Mathematics and Statistics,Social Sciences,89,87,1,0,NA
7800,930501,Female,22,175,73.6,Protestant,1.7,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
7801,115879,Female,20,168,67,Protestant,2.64,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
7802,427617,Female,21,160,62.6,Other,2.66,1st,Biology,Political Science,NA,NA,0,0,NA
7803,277336,Female,20,159,66.1,Catholic,1.59,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
7804,142793,Male,19,186,84.7,Other,1.2,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
7805,511043,Female,21,183,82.8,Other,2.77,>6th,Economics and Finance,Biology,67,74,0,1,39623.5683621422
7806,494007,Male,19,195,98.1,Other,3.48,4th,Biology,Economics and Finance,78,79,1,0,NA
7807,939414,Female,21,175,77.7,Protestant,1.1,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
7808,969235,Male,25,164,71,Protestant,3.28,3rd,Political Science,Environmental Sciences,56,63,0,0,NA
7809,345879,Female,20,157,61.4,Other,2.12,3rd,Economics and Finance,Mathematics and Statistics,71,66,1,0,NA
7810,950063,Female,19,176,77.6,Protestant,1.16,4th,Environmental Sciences,Political Science,78,72,0,1,29321.811340047
7811,289638,Female,22,150,63.7,Catholic,1.21,1st,Political Science,Biology,NA,NA,0,0,NA
7812,911172,Female,23,162,66.8,Catholic,1.19,1st,Biology,Social Sciences,NA,NA,0,0,NA
7813,318936,Female,22,170,72.7,Catholic,1.26,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
7814,803072,Female,21,165,69.7,Other,1.19,6th,Biology,Political Science,74,76,1,1,41035.0231882293
7815,883568,Female,21,170,73.3,Muslim,1.51,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
7816,181965,Male,23,184,87.3,Catholic,1.86,5th,Environmental Sciences,Social Sciences,69,67,1,1,36781.2973432433
7817,555776,Male,19,180,76.3,Catholic,1.54,6th,Environmental Sciences,Social Sciences,70,80,0,1,36929.5073118295
7818,806815,Female,20,162,69.2,Orthodox,1.6,2nd,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
7819,823166,Male,23,184,84.7,Other,1.29,6th,Economics and Finance,Biology,69,68,0,1,44766.7238600929
7820,431150,Female,21,168,68.8,Catholic,2.02,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
7821,684695,Male,61,174,78.2,Other,2.57,6th,Economics and Finance,Mathematics and Statistics,55,63,0,1,57765.7075937993
7822,334935,Male,19,156,63.3,Catholic,1.8,>6th,Mathematics and Statistics,Social Sciences,90,92,1,1,46328.7049025248
7823,519924,Male,18,179,76.1,Orthodox,3.61,5th,Economics and Finance,Biology,65,69,1,1,39994.1422134947
7824,130683,Male,22,172,74.6,Other,1.49,6th,Economics and Finance,Political Science,66,63,1,1,56261.9539870424
7825,507077,Female,19,175,74.3,Other,1.14,3rd,Political Science,Mathematics and Statistics,50,58,1,0,NA
7826,516846,Female,20,167,69.1,Catholic,1.18,2nd,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
7827,862147,Male,41,187,85.9,Catholic,3.63,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
7828,799606,Female,20,170,68.7,Catholic,1.63,4th,Economics and Finance,Political Science,69,72,0,0,NA
7829,382928,Female,23,163,67.1,Other,2.29,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
7830,857556,Male,23,176,72.5,Protestant,1.9,5th,Social Sciences,Biology,44,49,0,1,38082.5833709937
7831,761945,Male,21,183,82.5,Protestant,1.07,1st,Political Science,Social Sciences,NA,NA,0,0,NA
7832,472792,Female,22,162,63.3,Other,1.05,3rd,Social Sciences,Mathematics and Statistics,36,46,0,0,NA
7833,770221,Female,20,163,69.5,Catholic,3.66,3rd,Biology,Political Science,78,80,1,0,NA
7834,492812,Female,18,167,72.6,Catholic,2.62,5th,Political Science,Mathematics and Statistics,52,58,1,1,29550.7916026465
7835,427905,Male,20,184,79.7,Other,1.68,>6th,Economics and Finance,Social Sciences,69,68,1,1,55056.0161156407
7836,730058,Female,23,168,68.6,Orthodox,2.74,3rd,Social Sciences,Political Science,49,45,0,0,NA
7837,450846,Female,21,159,62.7,Protestant,1.94,6th,Biology,Economics and Finance,80,80,1,1,48089.8532909076
7838,914189,Male,20,185,82.1,Muslim,2.2,3rd,Economics and Finance,Social Sciences,72,72,0,0,NA
7839,243448,Female,27,161,67.4,Other,2.19,5th,Economics and Finance,Mathematics and Statistics,69,64,1,1,32038.03264379
7840,373002,Female,20,163,64.7,Muslim,1.79,3rd,Economics and Finance,Environmental Sciences,71,67,1,0,NA
7841,874091,Female,18,168,73.6,Orthodox,1.72,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
7842,709803,Female,24,164,66,Protestant,2.04,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
7843,783293,Male,21,176,73.3,Orthodox,3.08,4th,Social Sciences,Biology,32,43,1,1,30365.7096309689
7844,346721,Male,20,173,72,Catholic,3.04,3rd,Economics and Finance,Social Sciences,69,70,1,0,NA
7845,822952,Female,21,154,60.4,Other,1.52,3rd,Environmental Sciences,Mathematics and Statistics,72,74,1,0,NA
7846,271700,Female,20,167,70,Other,1.62,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
7847,598321,Male,25,179,77.8,Other,1.56,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
7848,629353,Male,23,177,78.2,Catholic,1.31,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
7849,591957,Male,21,176,76.1,Catholic,3,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
7850,282864,Female,20,166,65.9,Catholic,3.69,3rd,Social Sciences,Biology,44,43,1,0,NA
7851,597487,Female,21,175,75.1,Protestant,1.41,4th,Biology,Environmental Sciences,74,77,0,0,NA
7852,394749,Female,26,160,65.3,Protestant,2.07,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
7853,720038,Female,20,156,62.8,Other,1.06,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
7854,483258,Male,20,176,72.1,Catholic,1.57,>6th,Economics and Finance,Political Science,81,70,1,1,49220.865756965
7855,566198,Female,20,172,71.3,Other,3.36,3rd,Environmental Sciences,Mathematics and Statistics,69,72,0,0,NA
7856,859745,Female,22,157,62.6,Orthodox,2.89,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
7857,326116,Male,21,173,68.8,Muslim,1.65,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
7858,370770,Male,20,195,92.9,Protestant,1.55,1st,Political Science,Social Sciences,NA,NA,0,0,NA
7859,227831,Male,22,186,82.3,Catholic,2.3,4th,Political Science,Environmental Sciences,63,52,0,1,30638.3709235879
7860,498623,Female,22,164,69.1,Catholic,3.79,4th,Political Science,Social Sciences,41,52,1,1,30395.2974882388
7861,488834,Female,23,166,68.9,Catholic,1.16,4th,Political Science,Biology,42,62,1,0,NA
7862,389387,Female,20,166,67,Catholic,1.45,4th,Social Sciences,Environmental Sciences,56,38,0,0,NA
7863,256828,Male,25,179,76.2,Catholic,2.19,3rd,Social Sciences,Biology,46,44,1,0,NA
7864,583767,Female,19,170,72.7,Protestant,1.49,6th,Political Science,Environmental Sciences,58,58,1,1,25607.8207871139
7865,444580,Female,21,165,69.7,Protestant,2.95,3rd,Environmental Sciences,Mathematics and Statistics,72,72,1,0,NA
7866,169899,Male,22,171,74.3,Other,1.38,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
7867,280598,Male,21,171,68.5,Protestant,1.3,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
7868,245109,Male,18,177,77.3,Protestant,3.35,4th,Mathematics and Statistics,Environmental Sciences,88,90,1,0,NA
7869,609903,Male,23,189,88.3,Catholic,1.91,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
7870,507271,Female,20,161,65.6,Other,1.42,4th,Social Sciences,Mathematics and Statistics,50,44,1,1,36032.4606331181
7871,937415,Male,21,164,70.9,Other,3.03,3rd,Mathematics and Statistics,Social Sciences,83,87,0,0,NA
7872,844385,Male,21,171,74.4,Orthodox,1.24,5th,Biology,Environmental Sciences,79,81,0,1,58511.5487263102
7873,500494,Male,22,180,75.3,Protestant,1.94,4th,Social Sciences,Political Science,48,52,1,1,24819.1429365626
7874,372131,Male,20,176,73.2,Other,1.18,4th,Economics and Finance,Environmental Sciences,66,76,1,0,NA
7875,412280,Female,22,171,72.5,Other,1.62,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
7876,251170,Male,22,197,97.9,Catholic,3.78,5th,Economics and Finance,Political Science,66,61,1,1,53205.7875225782
7877,573758,Male,20,172,71.9,Catholic,2.12,4th,Mathematics and Statistics,Environmental Sciences,92,90,1,0,NA
7878,817589,Female,19,155,60.2,Catholic,2.74,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
7879,686119,Female,24,160,68.1,Protestant,3.16,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
7880,939731,Male,22,173,75.1,Other,1.03,4th,Mathematics and Statistics,Environmental Sciences,87,83,0,0,NA
7881,601813,Male,22,195,94,Catholic,3.82,3rd,Environmental Sciences,Mathematics and Statistics,66,73,1,0,NA
7882,259706,Female,18,161,71.1,Protestant,1.54,6th,Biology,Social Sciences,69,83,1,0,NA
7883,221069,Female,23,153,60.2,Other,2.54,>6th,Social Sciences,Political Science,42,46,1,1,35746.2203498152
7884,272755,Male,20,176,73.9,Protestant,1.49,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
7885,178503,Male,21,176,72.1,Catholic,3.35,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
7886,686011,Male,19,186,84,Catholic,2.04,6th,Mathematics and Statistics,Economics and Finance,83,90,1,0,NA
7887,244009,Female,23,155,63.3,Other,2.06,2nd,Social Sciences,Biology,NA,NA,0,0,NA
7888,679227,Female,20,165,68.1,Protestant,1.35,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
7889,873988,Female,21,177,78.8,Other,1.65,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
7890,929166,Male,23,182,80.2,Catholic,1.08,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
7891,535191,Male,18,184,81.5,Catholic,2.7,5th,Environmental Sciences,Biology,73,77,1,0,NA
7892,865872,Male,20,180,76.1,Other,3.02,4th,Economics and Finance,Social Sciences,62,65,1,0,NA
7893,653009,Female,21,160,67.2,Other,2.92,6th,Social Sciences,Mathematics and Statistics,50,45,1,0,NA
7894,797055,Male,18,160,61.9,Other,1.92,3rd,Environmental Sciences,Biology,69,74,1,0,NA
7895,710706,Female,24,160,62.5,Other,2.9,3rd,Economics and Finance,Social Sciences,66,63,0,0,NA
7896,144309,Male,24,178,78.7,Orthodox,2.66,5th,Environmental Sciences,Biology,72,74,1,1,40987.5157924032
7897,724915,Female,20,165,71.3,Catholic,2.34,3rd,Biology,Mathematics and Statistics,79,86,1,0,NA
7898,220254,Female,22,162,66.7,Protestant,3.56,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
7899,188118,Male,19,163,65,Catholic,1.14,4th,Biology,Political Science,75,78,1,0,NA
7900,184097,Female,20,177,77.3,Catholic,3.99,4th,Economics and Finance,Mathematics and Statistics,59,67,1,0,NA
7901,169883,Male,19,176,76.4,Protestant,1.96,3rd,Mathematics and Statistics,Environmental Sciences,89,87,0,0,NA
7902,287187,Female,20,173,71.9,Catholic,3.99,3rd,Economics and Finance,Biology,68,67,1,0,NA
7903,500280,Female,23,168,70.1,Other,2.76,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
7904,644178,Male,22,174,77.5,Catholic,1.69,5th,Environmental Sciences,Economics and Finance,74,70,1,1,41627.1209026187
7905,666844,Male,21,190,88.7,Protestant,1.05,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
7906,140724,Female,23,159,68,Other,1.88,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
7907,794733,Female,22,175,75.6,Other,3.39,3rd,Political Science,Mathematics and Statistics,60,51,1,0,NA
7908,389159,Female,21,161,67.1,Other,3.48,4th,Political Science,Environmental Sciences,53,46,1,0,NA
7909,727517,Female,24,170,69.4,Catholic,1.69,6th,Economics and Finance,Environmental Sciences,66,71,1,1,49340.0132752812
7910,799721,Female,24,153,61.3,Orthodox,2.06,3rd,Mathematics and Statistics,Economics and Finance,90,90,0,0,NA
7911,244472,Male,20,202,106.2,Catholic,2.54,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
7912,471104,Male,24,189,86.2,Catholic,1.51,2nd,Biology,Political Science,NA,NA,0,0,NA
7913,280238,Male,20,168,63.6,Other,1.21,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
7914,668927,Male,20,165,71.2,Catholic,3.4,5th,Economics and Finance,Social Sciences,58,66,0,0,NA
7915,440898,Male,21,188,88.8,Muslim,3.86,6th,Political Science,Economics and Finance,53,56,0,0,NA
7916,897706,Male,20,176,80.4,Catholic,1.55,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
7917,397401,Male,20,200,101.8,Catholic,1.93,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
7918,592067,Male,18,172,73.5,Other,1.92,3rd,Biology,Economics and Finance,77,78,1,0,NA
7919,514730,Male,22,188,88.6,Muslim,2.1,3rd,Social Sciences,Mathematics and Statistics,48,50,0,0,NA
7920,667141,Male,23,182,79.5,Catholic,3.28,>6th,Economics and Finance,Social Sciences,68,70,1,1,50347.4659952713
7921,793409,Male,23,177,74.3,Other,1.34,4th,Biology,Social Sciences,78,78,0,0,NA
7922,892515,Male,18,196,98.2,Catholic,2.45,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
7923,171267,Female,20,165,74.6,Catholic,1.38,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
7924,604867,Male,20,181,80,Other,3.44,3rd,Social Sciences,Political Science,49,47,0,0,NA
7925,156481,Female,22,158,61.1,Other,2.56,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
7926,627966,Male,25,186,85.3,Catholic,1.53,6th,Political Science,Biology,58,51,1,0,NA
7927,959370,Male,24,196,95.4,Catholic,2.45,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
7928,195574,Male,19,186,83.2,Protestant,2.14,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
7929,948456,Male,20,190,89.1,Protestant,1.41,4th,Political Science,Economics and Finance,58,59,0,1,41386.8008894518
7930,111742,Male,23,186,82.7,Protestant,1.25,5th,Economics and Finance,Environmental Sciences,67,72,1,1,46778.7935336264
7931,299940,Male,23,170,63.7,Catholic,3.97,6th,Environmental Sciences,Mathematics and Statistics,80,65,1,1,43925.0797179516
7932,318706,Female,21,169,75.2,Catholic,1.93,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
7933,595874,Female,22,164,67.8,Other,3.14,5th,Political Science,Mathematics and Statistics,47,60,0,1,23849.3240248893
7934,903936,Male,23,166,68.5,Other,1.76,6th,Economics and Finance,Mathematics and Statistics,65,69,0,1,41878.5950742651
7935,732060,Male,20,177,74.2,Catholic,1.69,3rd,Environmental Sciences,Political Science,79,79,1,0,NA
7936,435527,Female,20,154,61.7,Other,2.09,3rd,Political Science,Environmental Sciences,62,62,1,0,NA
7937,878293,Male,18,168,72.2,Protestant,1.07,5th,Mathematics and Statistics,Economics and Finance,97,93,1,1,54145.9842058775
7938,952151,Female,21,169,68.1,Other,2.21,3rd,Biology,Mathematics and Statistics,81,82,1,0,NA
7939,182085,Female,22,159,67.9,Other,1.82,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
7940,952558,Male,21,178,76,Protestant,3.23,4th,Biology,Economics and Finance,76,83,1,1,50164.0104366239
7941,620042,Male,19,186,84.9,Protestant,1.62,4th,Environmental Sciences,Economics and Finance,75,75,1,0,NA
7942,354090,Female,21,166,65.8,Catholic,2.26,5th,Biology,Mathematics and Statistics,77,81,1,0,NA
7943,133062,Male,22,183,80.6,Protestant,2.56,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
7944,414968,Female,25,166,70.7,Catholic,1.11,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
7945,480264,Male,21,191,93.5,Catholic,2.87,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
7946,920817,Male,20,172,72.7,Catholic,1.14,3rd,Political Science,Economics and Finance,56,58,1,0,NA
7947,836025,Male,20,180,79.7,Protestant,3.6,6th,Economics and Finance,Environmental Sciences,71,68,1,0,NA
7948,385495,Male,23,175,79.8,Protestant,2.11,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
7949,885855,Male,52,170,71.7,Protestant,2.42,>6th,Biology,Environmental Sciences,74,68,1,1,58568.919078477
7950,262252,Female,18,162,69.2,Protestant,1.34,4th,Biology,Political Science,80,77,0,1,32966.9137001108
7951,730387,Male,20,181,76.9,Protestant,1.7,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
7952,151548,Male,21,172,70.2,Orthodox,1.06,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
7953,224965,Male,23,167,73.1,Protestant,3.68,5th,Economics and Finance,Social Sciences,67,70,1,1,57403.4771681967
7954,240328,Female,23,159,59.9,Protestant,1.21,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
7955,450411,Female,21,166,68.6,Protestant,2.3,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
7956,173954,Female,22,158,63.4,Other,1.9,4th,Social Sciences,Mathematics and Statistics,45,43,1,0,NA
7957,791804,Male,19,159,65,Protestant,1.97,4th,Social Sciences,Biology,44,49,1,0,NA
7958,127830,Female,24,171,67.7,Protestant,3.34,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
7959,453941,Female,20,168,68.9,Protestant,2.76,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
7960,123417,Male,21,185,88.5,Other,1.99,3rd,Biology,Political Science,84,76,1,0,NA
7961,236218,Male,23,184,82.8,Catholic,1.86,3rd,Mathematics and Statistics,Environmental Sciences,88,89,1,0,NA
7962,625074,Female,22,176,76.3,Other,2.89,4th,Economics and Finance,Environmental Sciences,61,64,0,0,NA
7963,465186,Female,61,167,69.2,Catholic,2.39,3rd,Environmental Sciences,Mathematics and Statistics,76,75,0,0,NA
7964,458064,Female,24,167,66.1,Catholic,1.03,3rd,Social Sciences,Political Science,43,43,1,0,NA
7965,581132,Male,22,183,80.9,Other,1.73,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
7966,318595,Female,20,168,68.9,Other,2.77,4th,Social Sciences,Mathematics and Statistics,51,39,1,0,NA
7967,275987,Female,24,165,70.6,Other,1.64,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
7968,740322,Female,19,150,61.9,Other,1.25,1st,Biology,Economics and Finance,NA,NA,0,0,NA
7969,260194,Male,20,171,68.8,Other,1.86,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
7970,196531,Male,23,188,83.8,Catholic,1.99,3rd,Biology,Social Sciences,81,85,1,0,NA
7971,987589,Male,21,188,84.7,Catholic,1.01,4th,Biology,Economics and Finance,75,82,1,0,NA
